locus_tag	ftype	length_bp	gene	EC_number	COG	product
target_01120	CDS	2004	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
target_01121	gene	1596	accD5_1			
target_01121	CDS	1596	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
target_01122	gene	1149	mmgC_2			
target_01122	CDS	1149	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
target_01123	gene	1683				
target_01123	CDS	1683				hypothetical protein
target_01124	gene	2772				
target_01124	CDS	2772				PE-PGRS family protein PE_PGRS16
target_01125	gene	1008				
target_01125	CDS	1008			COG3391	PE-PGRS family protein PE_PGRS17
target_01126	gene	174	rpmF			
target_01126	CDS	174	rpmF			50S ribosomal protein L32
target_01127	gene	1374				
target_01127	CDS	1374			COG3391	PE-PGRS family protein PE_PGRS18
target_01128	gene	693	mprA			
target_01128	CDS	693	mprA		COG0745	Response regulator MprA
target_01129	gene	1515	mprB			
target_01129	CDS	1515	mprB	2.7.13.3	COG0642	Signal transduction histidine-protein kinase/phosphatase MprB
target_01130	gene	1395				
target_01130	CDS	1395				hypothetical protein
target_01131	gene	546	moaB			
target_01131	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
target_01132	gene	456	mscL			
target_01132	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
target_01133	gene	747				
target_01133	CDS	747			COG1136	putative ABC transporter ATP-binding protein
target_01134	gene	2451				
target_01134	CDS	2451				hypothetical protein
target_01135	gene	1161				
target_01135	CDS	1161				hypothetical protein
target_01136	gene	978	hepT_2			
target_01136	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
target_01137	gene	657				
target_01137	CDS	657				hypothetical protein
target_01138	gene	333				
target_01138	CDS	333				hypothetical protein
target_01139	gene	672				
target_01139	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
target_01140	gene	921	gtaB			
target_01140	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
target_01141	gene	1281	moeA1			
target_01141	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
target_01142	gene	612	rimJ			
target_01142	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
target_01143	gene	1077				
target_01143	CDS	1077				hypothetical protein
target_01144	gene	76				
target_01144	tRNA	76				tRNA-Ala(cgc)
target_01145	gene	252				
target_01145	CDS	252				hypothetical protein
target_01146	gene	210				
target_01146	CDS	210				hypothetical protein
target_01147	gene	951				
target_01147	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
target_01148	gene	759				
target_01148	CDS	759				hypothetical protein
target_01149	gene	618				
target_01149	CDS	618				hypothetical protein
target_01150	gene	1209	arcA			
target_01150	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
target_01151	gene	1569	pmt			
target_01151	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
target_01152	gene	858	rsmI			
target_01152	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
target_01153	gene	1224				
target_01153	CDS	1224				hypothetical protein
target_01154	gene	1245	menF_1			
target_01154	CDS	1245	menF_1	5.4.4.2		Isochorismate synthase MenF
target_01155	gene	1587				
target_01155	CDS	1587				hypothetical protein
target_01156	gene	1560	metG			
target_01156	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
target_01157	gene	861	tatD			
target_01157	CDS	861	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
target_01158	gene	1089	rpfB			
target_01158	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
target_01159	gene	954	ksgA			
target_01159	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
target_01160	gene	957	ispE			
target_01160	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
target_01161	gene	1635				
target_01161	CDS	1635		6.2.1.-	COG0318	Putative ligase
target_01162	gene	576	pth			
target_01162	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
target_01163	gene	648	rplY			
target_01163	CDS	648	rplY		COG1825	50S ribosomal protein L25
target_01164	gene	651	lpqT			
target_01164	CDS	651	lpqT			Putative lipoprotein LpqT
target_01165	gene	981	prs			
target_01165	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
target_01166	gene	1488	glmU			
target_01166	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
target_01167	gene	73				
target_01167	tRNA	73				tRNA-Gln(ttg)
target_01168	gene	594				
target_01168	CDS	594				hypothetical protein
target_01169	gene	3705	mfd			
target_01169	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
target_01170	gene	981	mazG			
target_01170	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
target_01171	gene	732				
target_01171	CDS	732				hypothetical protein
target_01172	gene	1290	eno			
target_01172	CDS	1290	eno	4.2.1.11	COG0148	Enolase
target_01173	gene	687				
target_01173	CDS	687				hypothetical protein
target_01174	gene	492				
target_01174	CDS	492				hypothetical protein
target_01175	gene	960	ppx2			
target_01175	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
target_01176	gene	93				
target_01176	CDS	93				hypothetical protein
target_01177	gene	681	kdpE			
target_01177	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
target_01178	gene	2583	kdpD			
target_01178	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
target_01179	gene	147				
target_01179	CDS	147				hypothetical protein
target_01180	gene	99				
target_01180	CDS	99				hypothetical protein
target_01181	gene	1716	kdpA			
target_01181	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
target_01182	gene	2127	kdpB			
target_01182	CDS	2127	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
target_01183	gene	570	kdpC			
target_01183	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
target_01184	gene	1530	tcrY_2			
target_01184	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
target_01185	gene	774	tcrX_2			
target_01185	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
target_01186	gene	492				
target_01186	CDS	492				ISNCY family transposase ISRjo3
target_01187	gene	687				
target_01187	CDS	687				ISNCY family transposase ISRjo3
target_01188	gene	324				
target_01188	CDS	324				hypothetical protein
target_01189	gene	285	esxV			
target_01189	CDS	285	esxV			ESAT-6-like protein EsxV
target_01190	gene	297	esxJ_1			
target_01190	CDS	297	esxJ_1			ESAT-6-like protein EsxJ
target_01191	gene	1176				
target_01191	CDS	1176				PPE family protein PPE15
target_01192	gene	828				
target_01192	CDS	828				hypothetical protein
target_01193	gene	273				
target_01193	CDS	273				hypothetical protein
target_01194	gene	1026				
target_01194	CDS	1026				hypothetical protein
target_01195	gene	585				
target_01195	CDS	585				hypothetical protein
target_01196	gene	882				
target_01196	CDS	882				hypothetical protein
target_01197	gene	1035				
target_01197	CDS	1035				hypothetical protein
target_01198	gene	204				
target_01198	CDS	204				hypothetical protein
target_01199	gene	447				
target_01199	CDS	447				hypothetical protein
target_01200	gene	906	hcaB_2			
target_01200	CDS	906	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
target_01201	gene	756				
target_01201	CDS	756				hypothetical protein
target_01202	gene	627				
target_01202	CDS	627				hypothetical protein
target_01203	gene	390				
target_01203	CDS	390				hypothetical protein
target_01204	gene	255				
target_01204	CDS	255				hypothetical protein
target_01205	gene	114				
target_01205	CDS	114				hypothetical protein
target_01206	gene	75				
target_01206	tRNA	75				tRNA-Leu(taa)
target_01207	gene	765				
target_01207	CDS	765				hypothetical protein
target_01208	gene	147				
target_01208	CDS	147				hypothetical protein
target_01209	gene	1233				
target_01209	CDS	1233				hypothetical protein
target_01210	gene	1632	dmdB			
target_01210	CDS	1632	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
target_01211	gene	1059	ord_2			
target_01211	CDS	1059	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
target_01212	gene	474				
target_01212	CDS	474				hypothetical protein
target_01213	gene	864	egtC_1			
target_01213	CDS	864	egtC_1	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
target_01214	gene	885				
target_01214	CDS	885				hypothetical protein
target_01215	gene	1083				
target_01215	CDS	1083			COG1752	putative NTE family protein
target_01216	gene	384				
target_01216	CDS	384				hypothetical protein
target_01217	gene	567				
target_01217	CDS	567				hypothetical protein
target_01218	gene	396				
target_01218	CDS	396				hypothetical protein
target_01219	gene	2004				
target_01219	CDS	2004				hypothetical protein
target_01220	gene	1596				
target_01220	CDS	1596				hypothetical protein
target_01221	gene	141				
target_01221	CDS	141				hypothetical protein
target_01222	gene	1764				
target_01222	CDS	1764				hypothetical protein
target_01223	gene	774	echA8_1			
target_01223	CDS	774	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
target_01224	gene	1038	caiD_4			
target_01224	CDS	1038	caiD_4	4.2.1.149		Carnitinyl-CoA dehydratase
target_01225	gene	837				
target_01225	CDS	837				hypothetical protein
target_01226	gene	861				
target_01226	CDS	861				hypothetical protein
target_01227	gene	1218	fadA_2			
target_01227	CDS	1218	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
target_01228	gene	951				
target_01228	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
target_01229	gene	1068	aes_2			
target_01229	CDS	1068	aes_2	3.1.1.-		Acetyl esterase
target_01230	gene	1395	cbs			
target_01230	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
target_01231	gene	477	pra			
target_01231	CDS	477	pra		COG1714	Proline-rich antigen 
target_01232	gene	1167	metB			
target_01232	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
target_01233	gene	495	greA			
target_01233	CDS	495	greA		COG0782	Transcription elongation factor GreA
target_01234	gene	435				
target_01234	CDS	435				hypothetical protein
target_01235	gene	867	mca			
target_01235	CDS	867	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
target_01236	gene	267				
target_01236	CDS	267				hypothetical protein
target_01237	gene	2022				
target_01237	CDS	2022				hypothetical protein
target_01238	gene	729				
target_01238	CDS	729				hypothetical protein
target_01239	gene	789				
target_01239	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
target_01240	gene	96				
target_01240	CDS	96				hypothetical protein
target_01241	gene	2349				
target_01241	CDS	2349				hypothetical protein
target_01242	gene	312				
target_01242	CDS	312				hypothetical protein
target_01243	gene	306				
target_01243	CDS	306				hypothetical protein
target_01244	gene	456				
target_01244	CDS	456				hypothetical protein
target_01245	gene	2553				
target_01245	CDS	2553				hypothetical protein
target_01246	gene	939	coaA			
target_01246	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
target_01247	gene	1281	glyA1			
target_01247	CDS	1281	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
target_01248	gene	828	desA2			
target_01248	CDS	828	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
target_01249	gene	1302				
target_01249	CDS	1302				hypothetical protein
target_01250	gene	876				
target_01250	CDS	876				hypothetical protein
target_01251	gene	882				
target_01251	CDS	882				hypothetical protein
target_01252	gene	1425	fumC			
target_01252	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
target_01253	gene	1089	glpX			
target_01253	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
target_01254	gene	579				
target_01254	CDS	579				hypothetical protein
target_01255	gene	1158				
target_01255	CDS	1158			COG0628	Putative transport protein
target_01256	gene	312	mazF3			
target_01256	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
target_01257	gene	321	mazE3			
target_01257	CDS	321	mazE3			Antitoxin MazE3
target_01258	gene	690	pnbA_1			
target_01258	CDS	690	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
target_01259	gene	516	pnbA_2			
target_01259	CDS	516	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
target_01260	gene	1113				
target_01260	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
target_01261	gene	258	xseB			
target_01261	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
target_01262	gene	1248	xseA			
target_01262	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
target_01263	gene	573				
target_01263	CDS	573				putative protein
target_01264	gene	1035	ispH2			
target_01264	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
target_01265	gene	915				
target_01265	CDS	915				hypothetical protein
target_01266	gene	1074	ychF			
target_01266	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
target_01267	gene	198				
target_01267	CDS	198				Antitoxin VapB32
target_01268	gene	375				
target_01268	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
target_01269	gene	699				
target_01269	CDS	699				hypothetical protein
target_01270	gene	174				
target_01270	CDS	174				hypothetical protein
target_01271	gene	276				
target_01271	CDS	276				hypothetical protein
target_01272	gene	324				
target_01272	CDS	324				hypothetical protein
target_01273	gene	711				
target_01273	CDS	711				hypothetical protein
target_01274	gene	210				
target_01274	CDS	210				hypothetical protein
target_01275	gene	201				
target_01275	CDS	201				hypothetical protein
target_01276	gene	495				
target_01276	CDS	495				hypothetical protein
target_01277	gene	1401	zwf1			
target_01277	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
target_01278	gene	1023				
target_01278	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
target_01279	gene	909	rutD_1			
target_01279	CDS	909	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
target_01280	gene	906	ephA_1			
target_01280	CDS	906	ephA_1	3.3.2.10		Epoxide hydrolase A
target_01281	gene	1230				
target_01281	CDS	1230				hypothetical protein
target_01282	gene	606				
target_01282	CDS	606				hypothetical protein
target_01283	gene	1473	ppdK			
target_01283	CDS	1473	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
target_01284	gene	1356				
target_01284	CDS	1356				putative protein
target_01285	gene	1461	prpR			
target_01285	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
target_01286	gene	1500				
target_01286	CDS	1500		4.2.1.79		2-methylcitrate dehydratase
target_01287	gene	1182	prpC			
target_01287	CDS	1182	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
target_01288	gene	1731				
target_01288	CDS	1731				hypothetical protein
target_01289	gene	2280	metE			
target_01289	CDS	2280	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
target_01290	gene	237				
target_01290	CDS	237				hypothetical protein
target_01291	gene	1857				
target_01291	CDS	1857				putative PPE family protein PPE40
target_01292	gene	243	fadA_3			
target_01292	CDS	243	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
target_01293	gene	342	caiD_5			
target_01293	CDS	342	caiD_5	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
target_01294	gene	1017				
target_01294	CDS	1017				hypothetical protein
target_01295	gene	501				
target_01295	CDS	501				hypothetical protein
target_01296	gene	450				
target_01296	CDS	450				hypothetical protein
target_01297	gene	723				
target_01297	CDS	723				hypothetical protein
target_01298	gene	807	paaG_1			
target_01298	CDS	807	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
target_01299	gene	807	paaG_2			
target_01299	CDS	807	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
target_01300	gene	1083	uctC_2			
target_01300	CDS	1083	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
target_01301	gene	753				
target_01301	CDS	753		1.-.-.-		putative oxidoreductase
target_01302	gene	132				
target_01302	CDS	132				hypothetical protein
target_01303	gene	912	mmpL3_2			
target_01303	CDS	912	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
target_01304	gene	1470	mmpL3_3			
target_01304	CDS	1470	mmpL3_3		COG2409	Trehalose monomycolate exporter MmpL3
target_01305	gene	651				
target_01305	CDS	651				hypothetical protein
target_01306	gene	693				
target_01306	CDS	693				putative protein
target_01307	gene	714	cobB_1			
target_01307	CDS	714	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
target_01308	gene	366				
target_01308	CDS	366				hypothetical protein
target_01309	gene	849				
target_01309	CDS	849				hypothetical protein
target_01310	gene	531				
target_01310	CDS	531				hypothetical protein
target_01311	gene	444				
target_01311	CDS	444		1.-.-.-		F420H(2)-dependent reductase
target_01312	gene	189				
target_01312	CDS	189				putative proteinA
target_01313	gene	588				
target_01313	CDS	588				hypothetical protein
target_01314	gene	147				
target_01314	CDS	147				hypothetical protein
target_01315	gene	1074				
target_01315	CDS	1074				hypothetical protein
target_01316	gene	684				
target_01316	CDS	684				hypothetical protein
target_01317	gene	1296	pimE			
